T[ms];I[A];U[V];P[W];całka
2194;37,01;3,504;129,683;129,6961
2195;36,61;3,543;129,7092;129,7092
2196;36,61;3,543;129,7092;129,7092
2197;36,61;3,543;129,7092;129,7092
2198;36,61;3,543;129,7092;129,7092
2199;36,61;3,543;129,7092;129,7092
2200;36,61;3,543;129,7092;129,0184
2201;36,22;3,543;128,3275;129,0184
2202;36,61;3,543;129,7092;127,5492
2203;36,61;3,425;125,3892;126,8353
2204;36,61;3,504;128,2814;128,9953
2205;36,61;3,543;129,7092;129,7092
2206;36,61;3,543;129,7092;128,9953
2207;36,61;3,504;128,2814;128,9953
2208;36,61;3,543;129,7092;128,9953
2209;36,61;3,504;128,2814;128,2814
2210;36,61;3,504;128,2814;128,2814
2211;36,61;3,504;128,2814;128,2814
2212;36,61;3,504;128,2814;128,2814
2213;36,61;3,504;128,2814;128,2814
2214;36,61;3,504;128,2814;128,9953
2215;36,61;3,543;129,7092;129,0184
2216;36,22;3,543;128,3275;128,3044
2217;36,61;3,504;128,2814;128,2814
2218;36,61;3,504;128,2814;128,2814
2219;36,61;3,504;128,2814;128,2814
2220;36,61;3,504;128,2814;129,7275
2221;36,61;3,583;131,1736;129,7275
2222;36,61;3,504;128,2814;128,9953
2223;36,61;3,543;129,7092;129,7092
2224;36,61;3,543;129,7092;130,4414
2225;36,61;3,583;131,1736;130,4414
2226;36,61;3,543;129,7092;129,7092
2227;36,61;3,543;129,7092;130,4414
2228;36,61;3,583;131,1736;129,7275
2229;36,61;3,504;128,2814;129,7275
2230;36,61;3,583;131,1736;129,7275
2231;36,61;3,504;128,2814;128,9953
2232;36,61;3,543;129,7092;128,9953
2233;36,61;3,504;128,2814;128,9953
2234;36,61;3,543;129,7092;129,7092
2235;36,61;3,543;129,7092;130,4414
2236;36,61;3,583;131,1736;129,7275
2237;36,61;3,504;128,2814;128,9822
2238;37,01;3,504;129,683;128,9822
2239;36,61;3,504;128,2814;128,9953
2240;36,61;3,543;129,7092;130,4414
2241;36,61;3,583;131,1736;129,7275
2242;36,61;3,504;128,2814;128,9953
2243;36,61;3,543;129,7092;129,7092
2244;36,61;3,543;129,7092;129,7092
2245;36,61;3,543;129,7092;128,9953
2246;36,61;3,504;128,2814;128,9953
2247;36,61;3,543;129,7092;128,9953
2248;36,61;3,504;128,2814;128,2814
2249;36,61;3,504;128,2814;128,9953
2250;36,61;3,543;129,7092;129,7092
2251;36,61;3,543;129,7092;129,7092
2252;36,61;3,543;129,7092;128,2814
2253;36,61;3,465;126,8536;127,5675
2254;36,61;3,504;128,2814;128,9953
2255;36,61;3,543;129,7092;129,7428
2256;36,22;3,583;129,7763;129,0288
2257;36,61;3,504;128,2814;128,2814
2258;36,61;3,504;128,2814;128,2814
2259;36,61;3,504;128,2814;128,2814
2260;36,61;3,504;128,2814;128,2814
2261;36,61;3,504;128,2814;128,2814
2262;36,61;3,504;128,2814;127,5675
2263;36,61;3,465;126,8536;127,5675
2264;36,61;3,504;128,2814;128,9953
2265;36,61;3,543;129,7092;128,9953
2266;36,61;3,504;128,2814;128,2814
2267;36,61;3,504;128,2814;128,9953
2268;36,61;3,543;129,7092;129,7092
2269;36,61;3,543;129,7092;129,7092
2270;36,61;3,543;129,7092;129,7092
2271;36,61;3,543;129,7092;129,7092
2272;36,61;3,543;129,7092;128,9953
2273;36,61;3,504;128,2814;128,9953
2274;36,61;3,543;129,7092;130,4414
2275;36,61;3,583;131,1736;129,7275
2276;36,61;3,504;128,2814;128,9953
2277;36,61;3,543;129,7092;130,4178
2278;37,01;3,543;131,1264;128,99
2279;36,61;3,465;126,8536;129,0136
2280;36,61;3,583;131,1736;131,1736
2281;36,61;3,583;131,1736;130,4414
2282;36,61;3,543;129,7092;130,4178
2283;37,01;3,543;131,1264;129,7039
2284;36,61;3,504;128,2814;129,7275
2285;36,61;3,583;131,1736;131,1736
2286;36,61;3,583;131,1736;129,7275
2287;36,61;3,504;128,2814;128,2814
2288;36,61;3,504;128,2814;128,2814
2289;36,61;3,504;128,2814;128,9953
2290;36,61;3,543;129,7092;126,8814
2291;36,22;3,425;124,0535;126,8814
2292;36,61;3,543;129,7092;127,5492
2293;36,61;3,425;125,3892;127,5492
2294;36,61;3,543;129,7092;129,7092
2295;36,61;3,543;129,7092;128,9953
2296;36,61;3,504;128,2814;128,9953
2297;36,61;3,543;129,7092;129,7092
2298;36,61;3,543;129,7092;129,7092
2299;36,61;3,543;129,7092;129,7092
2300;36,61;3,543;129,7092;131,8797
2301;36,22;3,701;134,0502;131,1658
2302;36,61;3,504;128,2814;128,2814
2303;36,61;3,504;128,2814;128,9953
2304;36,61;3,543;129,7092;130,4414
2305;36,61;3,583;131,1736;127,6136
2306;36,22;3,425;124,0535;126,1674
2307;36,61;3,504;128,2814;128,9953
2308;36,61;3,543;129,7092;128,9953
2309;36,61;3,504;128,2814;128,2814
2310;36,61;3,504;128,2814;126,8918
2311;36,22;3,465;125,5023;126,8918
2312;36,61;3,504;128,2814;128,9953
2313;36,61;3,543;129,7092;128,9953
2314;36,61;3,504;128,2814;128,9953
2315;36,61;3,543;129,7092;130,4414
2316;36,61;3,583;131,1736;129,7505
2317;36,22;3,543;128,3275;127,5906
2318;36,61;3,465;126,8536;128,2814
2319;36,61;3,543;129,7092;129,7092
2320;36,61;3,543;129,7092;129,0184
2321;36,22;3,543;128,3275;129,0184
2322;36,61;3,543;129,7092;128,9953
2323;36,61;3,504;128,2814;128,9953
2324;36,61;3,543;129,7092;130,4414
2325;36,61;3,583;131,1736;129,7505
2326;36,22;3,543;128,3275;129,0184
2327;36,61;3,543;129,7092;128,9953
2328;36,61;3,504;128,2814;129,7039
2329;37,01;3,543;131,1264;130,4178
2330;36,61;3,543;129,7092;130,4414
2331;36,61;3,583;131,1736;130,4414
2332;36,61;3,543;129,7092;130,4414
2333;36,61;3,583;131,1736;130,4414
2334;36,61;3,543;129,7092;129,7092
2335;36,61;3,543;129,7092;129,7092
2336;36,61;3,543;129,7092;129,7092
2337;36,61;3,543;129,7092;130,4414
2338;36,61;3,583;131,1736;129,7275
2339;36,61;3,504;128,2814;128,9953
2340;36,61;3,543;129,7092;129,7092
2341;36,61;3,543;129,7092;129,0184
2342;36,22;3,543;128,3275;128,3044
2343;36,61;3,504;128,2814;128,9822
2344;37,01;3,504;129,683;129,6961
2345;36,61;3,543;129,7092;129,7092
2346;36,61;3,543;129,7092;129,0184
2347;36,22;3,543;128,3275;129,7505
2348;36,61;3,583;131,1736;130,4414
2349;36,61;3,543;129,7092;129,7092
2350;36,61;3,543;129,7092;129,7092
2351;36,61;3,543;129,7092;129,7092
2352;36,61;3,543;129,7092;129,7092
2353;36,61;3,543;129,7092;128,9953
2354;36,61;3,504;128,2814;129,7039
2355;37,01;3,543;131,1264;130,4178
2356;36,61;3,543;129,7092;128,9953
2357;36,61;3,504;128,2814;128,2814
2358;36,61;3,504;128,2814;129,7039
2359;37,01;3,543;131,1264;129,7039
2360;36,61;3,504;128,2814;129,7275
2361;36,61;3,583;131,1736;129,7275
2362;36,61;3,504;128,2814;128,9822
2363;37,01;3,504;129,683;128,9822
2364;36,61;3,504;128,2814;128,2814
2365;36,61;3,504;128,2814;128,3044
2366;36,22;3,543;128,3275;129,0184
2367;36,61;3,543;129,7092;128,9953
2368;36,61;3,504;128,2814;128,2814
2369;36,61;3,504;128,2814;128,9953
2370;36,61;3,543;129,7092;130,4414
2371;36,61;3,583;131,1736;131,1736
2372;36,61;3,583;131,1736;130,4414
2373;36,61;3,543;129,7092;128,9953
2374;36,61;3,504;128,2814;129,7275
2375;36,61;3,583;131,1736;131,1736
2376;36,61;3,583;131,1736;130,4414
2377;36,61;3,543;129,7092;130,4414
2378;36,61;3,583;131,1736;130,4414
2379;36,61;3,543;129,7092;128,9953
2380;36,61;3,504;128,2814;128,9953
2381;36,61;3,543;129,7092;129,7092
2382;36,61;3,543;129,7092;129,7092
2383;36,61;3,543;129,7092;128,9953
2384;36,61;3,504;128,2814;128,9953
2385;36,61;3,543;129,7092;129,7092
2386;36,61;3,543;129,7092;129,7092
2387;36,61;3,543;129,7092;129,7092
2388;36,61;3,543;129,7092;129,7092
2389;36,61;3,543;129,7092;129,7092
2390;36,61;3,543;129,7092;129,7092
2391;36,61;3,543;129,7092;129,7092
2392;36,61;3,543;129,7092;129,7092
2393;36,61;3,543;129,7092;129,7092
2394;36,61;3,543;129,7092;129,7092
2395;36,61;3,543;129,7092;130,4414
2396;36,61;3,583;131,1736;130,4749
2397;36,22;3,583;129,7763;129,7428
2398;36,61;3,543;129,7092;128,9953
2399;36,61;3,504;128,2814;128,9953
2400;36,61;3,543;129,7092;129,0184
2401;36,22;3,543;128,3275;129,0519
2402;36,22;3,583;129,7763;129,7428
2403;36,61;3,543;129,7092;129,6961
2404;37,01;3,504;129,683;128,9822
2405;36,61;3,504;128,2814;128,9953
2406;36,61;3,543;129,7092;129,7092
2407;36,61;3,543;129,7092;128,9953
2408;36,61;3,504;128,2814;128,9822
2409;37,01;3,504;129,683;129,6961
2410;36,61;3,543;129,7092;129,7092
2411;36,61;3,543;129,7092;130,4414
2412;36,61;3,583;131,1736;129,7275
2413;36,61;3,504;128,2814;128,2814
2414;36,61;3,504;128,2814;128,9953
2415;36,61;3,543;129,7092;129,7092
2416;36,61;3,543;129,7092;130,4414
2417;36,61;3,583;131,1736;130,4414
2418;36,61;3,543;129,7092;130,4414
2419;36,61;3,583;131,1736;130,4414
2420;36,61;3,543;129,7092;129,7092
2421;36,61;3,543;129,7092;129,7092
2422;36,61;3,543;129,7092;129,7092
2423;36,61;3,543;129,7092;129,7092
2424;36,61;3,543;129,7092;129,7092
2425;36,61;3,543;129,7092;130,4414
2426;36,61;3,583;131,1736;131,1736
2427;36,61;3,583;131,1736;130,4414
2428;36,61;3,543;129,7092;130,4414
2429;36,61;3,583;131,1736;130,4414
2430;36,61;3,543;129,7092;130,4414
2431;36,61;3,583;131,1736;131,1736
2432;36,61;3,583;131,1736;130,4414
2433;36,61;3,543;129,7092;128,9953
2434;36,61;3,504;128,2814;128,9953
2435;36,61;3,543;129,7092;131,1553
2436;36,61;3,622;132,6014;130,4644
2437;36,22;3,543;128,3275;129,0184
2438;36,61;3,543;129,7092;128,9953
2439;36,61;3,504;128,2814;128,9953
2440;36,61;3,543;129,7092;130,4414
2441;36,61;3,583;131,1736;131,1736
2442;36,61;3,583;131,1736;130,4414
2443;36,61;3,543;129,7092;129,7092
2444;36,61;3,543;129,7092;129,7092
2445;36,61;3,543;129,7092;131,1553
2446;36,61;3,622;132,6014;131,8875
2447;36,61;3,583;131,1736;130,4414
2448;36,61;3,543;129,7092;128,9953
2449;36,61;3,504;128,2814;128,9953
2450;36,61;3,543;129,7092;130,4414
2451;36,61;3,583;131,1736;129,7275
2452;36,61;3,504;128,2814;128,9953
2453;36,61;3,543;129,7092;130,4178
2454;37,01;3,543;131,1264;130,4178
2455;36,61;3,543;129,7092;129,7092
2456;36,61;3,543;129,7092;129,7092
2457;36,61;3,543;129,7092;128,9953
2458;36,61;3,504;128,2814;128,2814
2459;36,61;3,504;128,2814;128,2814
2460;36,61;3,504;128,2814;128,2814
2461;36,61;3,504;128,2814;129,0288
2462;36,22;3,583;129,7763;129,7428
2463;36,61;3,543;129,7092;128,9953
2464;36,61;3,504;128,2814;128,9953
2465;36,61;3,543;129,7092;129,7092
2466;36,61;3,543;129,7092;129,0184
2467;36,22;3,543;128,3275;95,5393
2468;34,65;1,811;62,7512;49,1619
2469;32,28;1,102;35,5726;31,2526
2470;31,1;0,866;26,9326;36,022
2471;27,95;1,614;45,1113;39,1764
2472;25,59;1,299;33,2414;32,9632
2473;24,41;1,339;32,685;34,6692
2474;21,65;1,693;36,6534;32,6708
2475;19,69;1,457;28,6883;30,0044
2476;18,5;1,693;31,3205;30,9598
2477;16,54;1,85;30,599;28,962
2478;16,14;1,693;27,325;27,7152
2479;14,57;1,929;28,1055;26,5816
2480;12,99;1,929;25,0577;24,5397
2481;12,2;1,969;24,0218;24,1504
2482;11,42;2,126;24,2789;22,016
2483;10,24;1,929;19,753;19,7559
2484;9,84;2,008;19,7587;19,6868
2485;9,06;2,165;19,6149;18,791
2486;7,87;2,283;17,9672;16,3594
2487;6,69;2,205;14,7515;14,6176
2488;6,69;2,165;14,4838;13,7577
2489;5,91;2,205;13,0316;11,9584
2490;5,12;2,126;10,8851;9,7076
2491;3,94;2,165;8,5301;8,237
2492;3,54;2,244;7,9438;7,3204
2493;3,15;2,126;6,6969;6,3362
2494;2,76;2,165;5,9754;5,1203
2495;1,97;2,165;4,2651;3,4565
2496;1,18;2,244;2,6479;1,777
2497;0,39;2,323;0,906;0,8982
2498;0,39;2,283;0,8904;0,4452
2499;0;2,244;0;-0,4452
2500;-0,39;2,283;-0,8904;-1,8158
2501;-1,18;2,323;-2,7411;-3,6971
2502;-1,97;2,362;-4,6531;-4,6925
2503;-1,97;2,402;-4,7319;-5,1071
2504;-2,36;2,323;-5,4823;-6,0559
2505;-2,76;2,402;-6,6295;-7,1594
2506;-3,15;2,441;-7,6892;-8,2342
2507;-3,54;2,48;-8,7792;-9,2752
2508;-3,94;2,48;-9,7712;-9,6944
2509;-3,94;2,441;-9,6175;-9,6175
2510;-3,94;2,441;-9,6175;-10,4775
2511;-4,72;2,402;-11,3374;-12,0175
2512;-5,12;2,48;-12,6976;-13,0738
2513;-5,51;2,441;-13,4499;-13,3424
2514;-5,51;2,402;-13,235;-13,3424
2515;-5,51;2,441;-13,4499;-14,0534
2516;-5,91;2,48;-14,6568;-15,1404
2517;-6,3;2,48;-15,624;-15,624
2518;-6,3;2,48;-15,624;-15,624
2519;-6,3;2,48;-15,624;-16,1076
2520;-6,69;2,48;-16,5912;-17,229
2521;-7,09;2,52;-17,8668;-17,725
2522;-7,09;2,48;-17,5832;-18,0668
2523;-7,48;2,48;-18,5504;-18,0668
2524;-7,09;2,48;-17,5832;-17,5832
2525;-7,09;2,48;-17,5832;-18,2164
2526;-7,48;2,52;-18,8496;-19,648
2527;-7,87;2,598;-20,4463;-20,2928
2528;-7,87;2,559;-20,1393;-19,9858
2529;-7,87;2,52;-19,8324;-20,3364
2530;-8,27;2,52;-20,8404;-21,0016
2531;-8,27;2,559;-21,1629;-21,6619
2532;-8,66;2,559;-22,1609;-22,1609
2533;-8,66;2,559;-22,1609;-22,1609
2534;-8,66;2,559;-22,1609;-22,1609
2535;-8,66;2,559;-22,1609;-22,6727
2536;-9,06;2,559;-23,1845;-23,3612
2537;-9,06;2,598;-23,5379;-23,3612
2538;-9,06;2,559;-23,1845;-23,1845
2539;-9,06;2,559;-23,1845;-22,8266
2540;-9,06;2,48;-22,4688;-22,8266
2541;-9,06;2,559;-23,1845;-23,8678
2542;-9,45;2,598;-24,5511;-24,5511
2543;-9,45;2,598;-24,5511;-23,8678
2544;-9,06;2,559;-23,1845;-23,1845
2545;-9,06;2,559;-23,1845;-23,8678
2546;-9,45;2,598;-24,5511;-25,0577
2547;-9,84;2,598;-25,5643;-25,5643
2548;-9,84;2,598;-25,5643;-25,5643
2549;-9,84;2,598;-25,5643;-24,8734
2550;-9,45;2,559;-24,1826;-25,0703
2551;-9,84;2,638;-25,9579;-25,9579
2552;-9,84;2,638;-25,9579;-25,7611
2553;-9,84;2,598;-25,5643;-25,3724
2554;-9,84;2,559;-25,1806;-25,1806
2555;-9,84;2,559;-25,1806;-25,3724
2556;-9,84;2,598;-25,5643;-26,2887
2557;-10,24;2,638;-27,0131;-26,8083
2558;-10,24;2,598;-26,6035;-25,892
2559;-9,84;2,559;-25,1806;-25,1806
2560;-9,84;2,559;-25,1806;-25,892
2561;-10,24;2,598;-26,6035;-27,3227
2562;-10,63;2,638;-28,0419;-27,5275
2563;-10,24;2,638;-27,0131;-27,1076
2564;-10,63;2,559;-27,2022;-26,9028
2565;-10,24;2,598;-26,6035;-26,6035
2566;-10,24;2,598;-26,6035;-27,3227
2567;-10,63;2,638;-28,0419;-28,0419
2568;-10,63;2,638;-28,0419;-27,3227
2569;-10,24;2,598;-26,6035;-26,6035
2570;-10,24;2,598;-26,6035;-26,8083
2571;-10,24;2,638;-27,0131;-27,5275
2572;-10,63;2,638;-28,0419;-28,0419
2573;-10,63;2,638;-28,0419;-27,8293
2574;-10,63;2,598;-27,6167;-27,8293
2575;-10,63;2,638;-28,0419;-28,0419
2576;-10,63;2,638;-28,0419;-28,0419
2577;-10,63;2,638;-28,0419;-28,0419
2578;-10,63;2,638;-28,0419;-28,0419
2579;-10,63;2,638;-28,0419;-27,8293
2580;-10,63;2,598;-27,6167;-27,8293
2581;-10,63;2,638;-28,0419;-28,0419
2582;-10,63;2,638;-28,0419;-28,0419
2583;-10,63;2,638;-28,0419;-27,8293
2584;-10,63;2,598;-27,6167;-27,6167
2585;-10,63;2,598;-27,6167;-27,6167
2586;-10,63;2,598;-27,6167;-28,8714
2587;-11,42;2,638;-30,126;-29,5984
2588;-11,02;2,638;-29,0708;-28,5564
2589;-10,63;2,638;-28,0419;-28,0419
2590;-10,63;2,638;-28,0419;-28,5564
2591;-11,02;2,638;-29,0708;-29,5984
2592;-11,42;2,638;-30,126;-29,5984
2593;-11,02;2,638;-29,0708;-28,3438
2594;-10,63;2,598;-27,6167;-27,6167
2595;-10,63;2,598;-27,6167;-28,3438
2596;-11,02;2,638;-29,0708;-29,0708
2597;-11,02;2,638;-29,0708;-29,0708
2598;-11,02;2,638;-29,0708;-28,5564
2599;-10,63;2,638;-28,0419;-27,8293
2600;-10,63;2,598;-27,6167;-27,8293
2601;-10,63;2,638;-28,0419;-29,084
2602;-11,42;2,638;-30,126;-29,5984
2603;-11,02;2,638;-29,0708;-28,3438
2604;-10,63;2,598;-27,6167;-27,6167
2605;-10,63;2,598;-27,6167;-28,3438
2606;-11,02;2,638;-29,0708;-29,5984
2607;-11,42;2,638;-30,126;-29,5984
2608;-11,02;2,638;-29,0708;-29,0708
2609;-11,02;2,638;-29,0708;-28,5564
2610;-10,63;2,638;-28,0419;-28,0419
2611;-10,63;2,638;-28,0419;-29,084
2612;-11,42;2,638;-30,126;-30,126
2613;-11,42;2,638;-30,126;-29,5984
2614;-11,02;2,638;-29,0708;-28,3438
2615;-10,63;2,598;-27,6167;-28,3438
2616;-11,02;2,638;-29,0708;-29,5984
2617;-11,42;2,638;-30,126;-30,126
2618;-11,42;2,638;-30,126;-29,5984
2619;-11,02;2,638;-29,0708;-28,8504
2620;-11,02;2,598;-28,63;-28,8504
2621;-11,02;2,638;-29,0708;-29,5984
2622;-11,42;2,638;-30,126;-30,126
2623;-11,42;2,638;-30,126;-29,378
2624;-11,02;2,598;-28,63;-28,1234
2625;-10,63;2,598;-27,6167;-28,3438
2626;-11,02;2,638;-29,0708;-29,821
2627;-11,42;2,677;-30,5713;-30,3486
2628;-11,42;2,638;-30,126;-29,5984
2629;-11,02;2,638;-29,0708;-29,0708
2630;-11,02;2,638;-29,0708;-29,5984
2631;-11,42;2,638;-30,126;-30,126
2632;-11,42;2,638;-30,126;-30,126
2633;-11,42;2,638;-30,126;-29,8976
2634;-11,42;2,598;-29,6692;-29,37
2635;-11,02;2,638;-29,0708;-29,5984
2636;-11,42;2,638;-30,126;-30,6404
2637;-11,81;2,638;-31,1548;-31,1548
2638;-11,81;2,638;-31,1548;-30,6404
2639;-11,42;2,638;-30,126;-29,378
2640;-11,02;2,598;-28,63;-28,63
2641;-11,02;2,598;-28,63;-29,378
2642;-11,42;2,638;-30,126;-30,6404
2643;-11,81;2,638;-31,1548;-30,1128
2644;-11,02;2,638;-29,0708;-29,0708
2645;-11,02;2,638;-29,0708;-29,5984
2646;-11,42;2,638;-30,126;-30,126
2647;-11,42;2,638;-30,126;-30,6404
2648;-11,81;2,638;-31,1548;-30,6404
2649;-11,42;2,638;-30,126;-29,378
2650;-11,02;2,598;-28,63;-29,378
2651;-11,42;2,638;-30,126;-30,6404
2652;-11,81;2,638;-31,1548;-31,1548
2653;-11,81;2,638;-31,1548;-30,412
2654;-11,42;2,598;-29,6692;-29,1496
2655;-11,02;2,598;-28,63;-28,4151
2656;-11,02;2,559;-28,2002;-29,1631
2657;-11,42;2,638;-30,126;-30,126
2658;-11,42;2,638;-30,126;-29,8976
2659;-11,42;2,598;-29,6692;-29,4465
2660;-11,42;2,559;-29,2238;-29,6749
2661;-11,42;2,638;-30,126;-30,126
2662;-11,42;2,638;-30,126;-30,6404
2663;-11,81;2,638;-31,1548;-30,6404
2664;-11,42;2,638;-30,126;-29,378
2665;-11,02;2,598;-28,63;-29,378
2666;-11,42;2,638;-30,126;-30,6404
2667;-11,81;2,638;-31,1548;-31,1548
2668;-11,81;2,638;-31,1548;-31,1548
2669;-11,81;2,638;-31,1548;-29,8924
2670;-11,02;2,598;-28,63;-29,378
2671;-11,42;2,638;-30,126;-30,6404
2672;-11,81;2,638;-31,1548;-31,3851
2673;-11,81;2,677;-31,6154;-30,8707
2674;-11,42;2,638;-30,126;-29,378
2675;-11,02;2,598;-28,63;-29,378
2676;-11,42;2,638;-30,126;-30,6404
2677;-11,81;2,638;-31,1548;-31,3851
2678;-11,81;2,677;-31,6154;-30,8707
2679;-11,42;2,638;-30,126;-29,5984
2680;-11,02;2,638;-29,0708;-29,5984
2681;-11,42;2,638;-30,126;-30,6404
2682;-11,81;2,638;-31,1548;-31,1548
2683;-11,81;2,638;-31,1548;-30,6404
2684;-11,42;2,638;-30,126;-29,378
2685;-11,02;2,598;-28,63;-29,378
2686;-11,42;2,638;-30,126;-30,6404
2687;-11,81;2,638;-31,1548;-31,1548
2688;-11,81;2,638;-31,1548;-30,412
2689;-11,42;2,598;-29,6692;-29,6692
2690;-11,42;2,598;-29,6692;-29,8976
2691;-11,42;2,638;-30,126;-30,6404
2692;-11,81;2,638;-31,1548;-31,1548
2693;-11,81;2,638;-31,1548;-30,9186
2694;-11,81;2,598;-30,6824;-29,6562
2695;-11,02;2,598;-28,63;-29,378
2696;-11,42;2,638;-30,126;-30,6404
2697;-11,81;2,638;-31,1548;-31,6213
2698;-11,81;2,717;-32,0878;-31,1069
2699;-11,42;2,638;-30,126;-29,8976
2700;-11,42;2,598;-29,6692;-30,412
2701;-11,81;2,638;-31,1548;-31,1548
2702;-11,81;2,638;-31,1548;-31,1548
2703;-11,81;2,638;-31,1548;-30,9186
2704;-11,81;2,598;-30,6824;-29,6562
2705;-11,02;2,598;-28,63;-29,378
2706;-11,42;2,638;-30,126;-30,6404
2707;-11,81;2,638;-31,1548;-31,1548
2708;-11,81;2,638;-31,1548;-30,9186
2709;-11,81;2,598;-30,6824;-29,4413
2710;-11,02;2,559;-28,2002;-28,9347
2711;-11,42;2,598;-29,6692;-30,412
2712;-11,81;2,638;-31,1548;-31,1548
2713;-11,81;2,638;-31,1548;-30,9186
2714;-11,81;2,598;-30,6824;-29,9531
2715;-11,42;2,559;-29,2238;-29,6749
2716;-11,42;2,638;-30,126;-30,6404
2717;-11,81;2,638;-31,1548;-31,9071
2718;-12,2;2,677;-32,6594;-31,9071
2719;-11,81;2,638;-31,1548;-30,1893
2720;-11,42;2,559;-29,2238;-30,1893
2721;-11,81;2,638;-31,1548;-31,1548
2722;-11,81;2,638;-31,1548;-31,1548
2723;-11,81;2,638;-31,1548;-30,9186
2724;-11,81;2,598;-30,6824;-30,1758
2725;-11,42;2,598;-29,6692;-29,8976
2726;-11,42;2,638;-30,126;-30,6404
2727;-11,81;2,638;-31,1548;-31,1548
2728;-11,81;2,638;-31,1548;-31,1548
2729;-11,81;2,638;-31,1548;-30,412
2730;-11,42;2,598;-29,6692;-29,6692
2731;-11,42;2,598;-29,6692;-30,412
2732;-11,81;2,638;-31,1548;-31,1548
2733;-11,81;2,638;-31,1548;-30,9186
2734;-11,81;2,598;-30,6824;-30,1758
2735;-11,42;2,598;-29,6692;-29,6692
2736;-11,42;2,598;-29,6692;-30,412
2737;-11,81;2,638;-31,1548;-31,1548
2738;-11,81;2,638;-31,1548;-31,1548
2739;-11,81;2,638;-31,1548;-30,1893
2740;-11,42;2,559;-29,2238;-29,4465
2741;-11,42;2,598;-29,6692;-30,412
2742;-11,81;2,638;-31,1548;-31,1548
2743;-11,81;2,638;-31,1548;-31,1548
2744;-11,81;2,638;-31,1548;-30,412
2745;-11,42;2,598;-29,6692;-29,8976
2746;-11,42;2,638;-30,126;-30,6404
2747;-11,81;2,638;-31,1548;-31,1548
2748;-11,81;2,638;-31,1548;-31,1548
2749;-11,81;2,638;-31,1548;-30,412
2750;-11,42;2,598;-29,6692;-29,8976
2751;-11,42;2,638;-30,126;-30,6404
2752;-11,81;2,638;-31,1548;-31,1548
2753;-11,81;2,638;-31,1548;-31,1548
2754;-11,81;2,638;-31,1548;-29,8924
2755;-11,02;2,598;-28,63;-29,1496
2756;-11,42;2,598;-29,6692;-30,412
2757;-11,81;2,638;-31,1548;-31,1548
2758;-11,81;2,638;-31,1548;-30,9186
2759;-11,81;2,598;-30,6824;-30,1758
2760;-11,42;2,598;-29,6692;-29,6692
2761;-11,42;2,598;-29,6692;-30,1758
2762;-11,81;2,598;-30,6824;-30,9186
2763;-11,81;2,638;-31,1548;-30,9186
2764;-11,81;2,598;-30,6824;-30,1758
2765;-11,42;2,598;-29,6692;-30,1758
2766;-11,81;2,598;-30,6824;-31,1489
2767;-11,81;2,677;-31,6154;-31,8995
2768;-12,2;2,638;-32,1836;-31,6692
2769;-11,81;2,638;-31,1548;-30,6404
2770;-11,42;2,638;-30,126;-30,126
2771;-11,42;2,638;-30,126;-30,6404
2772;-11,81;2,638;-31,1548;-31,1548
2773;-11,81;2,638;-31,1548;-31,1548
2774;-11,81;2,638;-31,1548;-30,412
2775;-11,42;2,598;-29,6692;-29,6692
2776;-11,42;2,598;-29,6692;-30,412
2777;-11,81;2,638;-31,1548;-31,6692
2778;-12,2;2,638;-32,1836;-31,6692
2779;-11,81;2,638;-31,1548;-30,412
2780;-11,42;2,598;-29,6692;-29,6692
2781;-11,42;2,598;-29,6692;-30,412
2782;-11,81;2,638;-31,1548;-31,1548
2783;-11,81;2,638;-31,1548;-31,1548
2784;-11,81;2,638;-31,1548;-30,1893
2785;-11,42;2,559;-29,2238;-29,4465
2786;-11,42;2,598;-29,6692;-30,6423
2787;-11,81;2,677;-31,6154;-31,3851
2788;-11,81;2,638;-31,1548;-31,1548
2789;-11,81;2,638;-31,1548;-30,412
2790;-11,42;2,598;-29,6692;-30,1758
2791;-11,81;2,598;-30,6824;-30,9186
2792;-11,81;2,638;-31,1548;-31,3851
2793;-11,81;2,677;-31,6154;-31,3851
2794;-11,81;2,638;-31,1548;-30,412
2795;-11,42;2,598;-29,6692;-29,6692
2796;-11,42;2,598;-29,6692;-30,412
2797;-11,81;2,638;-31,1548;-31,6692
2798;-12,2;2,638;-32,1836;-31,6692
2799;-11,81;2,638;-31,1548;-30,412
2800;-11,42;2,598;-29,6692;-29,6692
2801;-11,42;2,598;-29,6692;-30,412
2802;-11,81;2,638;-31,1548;-31,3851
2803;-11,81;2,677;-31,6154;-31,3851
2804;-11,81;2,638;-31,1548;-30,412
2805;-11,42;2,598;-29,6692;-29,4465
2806;-11,42;2,559;-29,2238;-29,9531
2807;-11,81;2,598;-30,6824;-31,433
2808;-12,2;2,638;-32,1836;-31,433
2809;-11,81;2,598;-30,6824;-29,9531
2810;-11,42;2,559;-29,2238;-29,2238
2811;-11,42;2,559;-29,2238;-29,9531
2812;-11,81;2,598;-30,6824;-30,9186
2813;-11,81;2,638;-31,1548;-31,1548
2814;-11,81;2,638;-31,1548;-30,1893
2815;-11,42;2,559;-29,2238;-29,4465
