T[ms];I[A];U[V];P[W]
2908;-11,81;2,638;-31,1548
2909;-12,2;2,598;-31,6956
2910;-11,81;2,598;-30,6824
2911;-11,42;2,559;-29,2238
2912;-11,42;2,559;-29,2238
2913;-11,81;2,598;-30,6824
2914;-12,2;2,638;-32,1836
2915;-11,81;2,598;-30,6824
2916;-11,42;2,559;-29,2238
2917;-11,42;2,559;-29,2238
2918;-11,81;2,638;-31,1548
2919;-12,2;2,638;-32,1836
2920;-12,2;2,598;-31,6956
2921;-11,42;2,598;-29,6692
2922;-11,42;2,598;-29,6692
2923;-11,81;2,638;-31,1548
2924;-12,2;2,638;-32,1836
2925;-11,81;2,638;-31,1548
2926;-11,42;2,559;-29,2238
2927;-11,42;2,598;-29,6692
2928;-11,81;2,598;-30,6824
2929;-12,2;2,638;-32,1836
2930;-11,81;2,598;-30,6824
2931;-11,42;2,559;-29,2238
2932;-11,42;2,559;-29,2238
2933;-11,81;2,638;-31,1548
2934;-12,2;2,638;-32,1836
2935;-11,81;2,598;-30,6824
2936;-11,42;2,559;-29,2238
2937;-11,42;2,559;-29,2238
2938;-11,81;2,598;-30,6824
2939;-12,2;2,638;-32,1836
2940;-11,81;2,598;-30,6824
2941;-11,42;2,559;-29,2238
2942;-11,42;2,559;-29,2238
2943;-11,81;2,638;-31,1548
2944;-12,2;2,638;-32,1836
2945;-11,81;2,598;-30,6824
2946;-11,42;2,559;-29,2238
2947;-11,42;2,598;-29,6692
2948;-11,81;2,638;-31,1548
2949;-12,2;2,638;-32,1836
2950;-11,81;2,638;-31,1548
2951;-11,42;2,559;-29,2238
2952;-11,42;2,559;-29,2238
2953;-11,81;2,598;-30,6824
2954;-11,81;2,598;-30,6824
2955;-11,81;2,598;-30,6824
2956;-11,81;2,52;-29,7612
2957;-11,42;2,48;-28,3216
2958;-11,81;2,559;-30,2218
2959;-12,2;2,598;-31,6956
2960;-11,81;2,598;-30,6824
2961;-11,81;2,559;-30,2218
2962;-11,42;2,559;-29,2238
2963;-11,81;2,638;-31,1548
2964;-12,2;2,638;-32,1836
2965;-12,2;2,638;-32,1836
2966;-11,81;2,559;-30,2218
2967;-11,42;2,559;-29,2238
2968;-11,81;2,598;-30,6824
2969;-12,2;2,638;-32,1836
2970;-11,81;2,638;-31,1548
2971;-11,81;2,52;-29,7612
2972;-11,42;2,559;-29,2238
2973;-11,81;2,598;-30,6824
2974;-12,2;2,638;-32,1836
2975;-11,81;2,638;-31,1548
2976;-11,81;2,598;-30,6824
2977;-11,02;2,559;-28,2002
2978;-11,81;2,598;-30,6824
2979;-11,81;2,638;-31,1548
2980;-11,81;2,598;-30,6824
2981;-11,42;2,559;-29,2238
2982;-11,02;2,559;-28,2002
2983;-11,81;2,559;-30,2218
2984;-12,2;2,638;-32,1836
2985;-12,2;2,638;-32,1836
2986;-11,81;2,559;-30,2218
2987;-11,42;2,559;-29,2238
2988;-11,42;2,559;-29,2238
2989;-11,81;2,638;-31,1548
2990;-12,2;2,638;-32,1836
2991;-11,42;2,598;-29,6692
2992;-11,42;2,559;-29,2238
2993;-11,81;2,598;-30,6824
2994;-11,81;2,638;-31,1548
2995;-11,81;2,638;-31,1548
2996;-11,81;2,559;-30,2218
2997;-11,42;2,559;-29,2238
2998;-11,81;2,598;-30,6824
2999;-12,2;2,638;-32,1836
3000;-11,81;2,598;-30,6824
3001;-11,81;2,598;-30,6824
3002;-11,02;2,48;-27,3296
3003;-11,81;2,598;-30,6824
3004;-12,2;2,598;-31,6956
3005;-11,81;2,638;-31,1548
3006;-11,81;2,559;-30,2218
3007;-11,42;2,559;-29,2238
3008;-11,42;2,559;-29,2238
3009;-12,2;2,598;-31,6956
3010;-12,2;2,638;-32,1836
3011;-11,81;2,559;-30,2218
3012;-11,02;2,52;-27,7704
3013;-11,42;2,559;-29,2238
3014;-11,81;2,638;-31,1548
3015;-12,2;2,598;-31,6956
3016;-11,81;2,559;-30,2218
3017;-11,02;2,52;-27,7704
3018;-11,81;2,559;-30,2218
3019;-12,2;2,638;-32,1836
3020;-12,2;2,598;-31,6956
3021;-11,81;2,559;-30,2218
3022;-11,42;2,559;-29,2238
3023;-11,81;2,598;-30,6824
3024;-11,81;2,638;-31,1548
3025;-12,2;2,638;-32,1836
3026;-11,81;2,559;-30,2218
3027;-11,42;2,559;-29,2238
3028;-11,42;2,559;-29,2238
3029;-11,81;2,598;-30,6824
3030;-12,2;2,638;-32,1836
3031;-11,81;2,559;-30,2218
3032;-11,42;2,52;-28,7784
3033;-11,42;2,559;-29,2238
3034;-11,81;2,638;-31,1548
3035;-12,2;2,598;-31,6956
3036;-11,81;2,559;-30,2218
3037;-11,02;2,559;-28,2002
3038;-11,42;2,559;-29,2238
3039;-11,81;2,638;-31,1548
3040;-12,2;2,638;-32,1836
3041;-11,81;2,598;-30,6824
3042;-11,42;2,48;-28,3216
3043;-11,42;2,52;-28,7784
3044;-11,81;2,598;-30,6824
3045;-12,2;2,598;-31,6956
3046;-11,81;2,559;-30,2218
3047;-11,42;2,52;-28,7784
3048;-11,42;2,559;-29,2238
3049;-11,81;2,598;-30,6824
3050;-12,2;2,638;-32,1836
3051;-11,81;2,559;-30,2218
3052;-11,42;2,52;-28,7784
3053;-11,42;2,559;-29,2238
3054;-11,81;2,598;-30,6824
3055;-11,81;2,598;-30,6824
3056;-11,81;2,559;-30,2218
3057;-11,42;2,52;-28,7784
3058;-11,02;2,52;-27,7704
3059;-11,81;2,559;-30,2218
3060;-12,2;2,638;-32,1836
3061;-11,81;2,559;-30,2218
3062;-11,42;2,52;-28,7784
3063;-11,42;2,559;-29,2238
3064;-11,81;2,598;-30,6824
3065;-11,81;2,598;-30,6824
3066;-11,81;2,598;-30,6824
3067;-11,42;2,52;-28,7784
3068;-11,42;2,48;-28,3216
3069;-11,81;2,598;-30,6824
3070;-12,2;2,638;-32,1836
3071;-11,81;2,559;-30,2218
3072;-11,42;2,559;-29,2238
3073;-11,42;2,559;-29,2238
3074;-11,81;2,598;-30,6824
3075;-12,2;2,638;-32,1836
3076;-11,81;2,598;-30,6824
3077;-11,42;2,559;-29,2238
3078;-11,42;2,559;-29,2238
3079;-11,81;2,598;-30,6824
3080;-12,2;2,638;-32,1836
3081;-12,2;2,598;-31,6956
3082;-11,42;2,52;-28,7784
3083;-11,42;2,52;-28,7784
3084;-11,81;2,598;-30,6824
3085;-12,2;2,598;-31,6956
3086;-12,2;2,559;-31,2198
3087;-11,42;2,48;-28,3216
3088;-11,42;2,559;-29,2238
3089;-11,81;2,559;-30,2218
3090;-12,2;2,598;-31,6956
3091;-11,81;2,559;-30,2218
3092;-11,42;2,559;-29,2238
3093;-11,42;2,48;-28,3216
3094;-11,81;2,559;-30,2218
3095;-12,2;2,638;-32,1836
3096;-12,2;2,559;-31,2198
3097;-11,81;2,52;-29,7612
3098;-11,81;2,559;-30,2218
3099;-11,81;2,559;-30,2218
3100;-11,81;2,638;-31,1548
3101;-12,2;2,598;-31,6956
3102;-11,81;2,559;-30,2218
3103;-11,42;2,559;-29,2238
3104;-11,81;2,559;-30,2218
3105;-11,81;2,598;-30,6824
3106;-12,2;2,598;-31,6956
3107;-11,42;2,48;-28,3216
3108;-11,02;2,48;-27,3296
3109;-11,42;2,559;-29,2238
3110;-11,81;2,598;-30,6824
3111;-12,2;2,559;-31,2198
3112;-11,42;2,48;-28,3216
3113;-11,42;2,48;-28,3216
3114;-11,42;2,323;-26,5287
3115;-11,81;2,598;-30,6824
3116;-12,2;2,598;-31,6956
3117;-11,81;2,559;-30,2218
3118;-11,42;2,48;-28,3216
3119;-11,42;2,598;-29,6692
3120;-11,81;2,638;-31,1548
3121;-12,2;2,598;-31,6956
3122;-11,42;2,559;-29,2238
3123;-11,42;2,52;-28,7784
3124;-11,81;2,598;-30,6824
3125;-11,81;2,638;-31,1548
3126;-11,81;2,598;-30,6824
3127;-11,81;2,559;-30,2218
3128;-11,42;2,52;-28,7784
3129;-11,81;2,559;-30,2218
3130;-11,81;2,598;-30,6824
3131;-12,2;2,598;-31,6956
3132;-11,81;2,559;-30,2218
3133;-11,42;2,559;-29,2238
3134;-11,42;2,52;-28,7784
3135;-11,81;2,598;-30,6824
3136;-11,81;2,598;-30,6824
3137;-11,81;2,559;-30,2218
3138;-11,42;2,48;-28,3216
3139;-11,81;2,559;-30,2218
3140;-12,2;2,598;-31,6956
3141;-12,2;2,559;-31,2198
3142;-11,42;2,559;-29,2238
3143;-11,42;2,52;-28,7784
3144;-11,42;2,559;-29,2238
3145;-12,2;2,598;-31,6956
3146;-11,81;2,598;-30,6824
3147;-11,81;2,559;-30,2218
3148;-11,42;2,48;-28,3216
3149;-11,42;2,559;-29,2238
3150;-11,81;2,638;-31,1548
3151;-11,81;2,598;-30,6824
3152;-11,81;2,52;-29,7612
3153;-11,42;2,48;-28,3216
3154;-11,42;2,52;-28,7784
3155;-12,2;2,559;-31,2198
3156;-11,81;2,559;-30,2218
3157;-11,81;2,52;-29,7612
3158;-11,42;2,48;-28,3216
3159;-11,42;2,52;-28,7784
3160;-11,81;2,559;-30,2218
3161;-11,81;2,559;-30,2218
3162;-11,81;2,559;-30,2218
3163;-11,42;2,48;-28,3216
3164;-11,81;2,559;-30,2218
3165;-11,81;2,598;-30,6824
3166;-12,2;2,638;-32,1836
3167;-11,81;2,559;-30,2218
3168;-11,42;2,48;-28,3216
3169;-11,42;2,559;-29,2238
3170;-11,81;2,598;-30,6824
3171;-12,2;2,638;-32,1836
3172;-11,81;2,559;-30,2218
3173;-11,42;2,48;-28,3216
3174;-11,81;2,559;-30,2218
3175;-11,81;2,598;-30,6824
3176;-11,81;2,598;-30,6824
3177;-11,81;2,48;-29,2888
3178;-11,42;2,48;-28,3216
3179;-11,42;2,52;-28,7784
3180;-12,2;2,598;-31,6956
3181;-11,81;2,598;-30,6824
3182;-11,81;2,559;-30,2218
3183;-11,42;2,48;-28,3216
3184;-11,02;2,48;-27,3296
3185;-11,81;2,598;-30,6824
3186;-11,81;2,598;-30,6824
3187;-11,81;2,559;-30,2218
3188;-11,42;2,48;-28,3216
3189;-11,42;2,52;-28,7784
3190;-11,81;2,559;-30,2218
3191;-11,81;2,598;-30,6824
3192;-11,81;2,559;-30,2218
3193;-11,42;2,48;-28,3216
3194;-11,02;2,559;-28,2002
3195;-11,81;2,598;-30,6824
3196;-11,81;2,598;-30,6824
3197;-11,81;2,559;-30,2218
3198;-11,42;2,48;-28,3216
3199;-11,42;2,48;-28,3216
3200;-11,81;2,598;-30,6824
3201;-12,2;2,559;-31,2198
3202;-11,81;2,559;-30,2218
3203;-11,42;2,48;-28,3216
3204;-11,42;2,48;-28,3216
3205;-11,81;2,598;-30,6824
3206;-11,81;2,598;-30,6824
3207;-11,81;2,559;-30,2218
3208;-11,42;2,48;-28,3216
3209;-11,42;2,48;-28,3216
3210;-11,81;2,559;-30,2218
3211;-11,81;2,598;-30,6824
3212;-11,81;2,559;-30,2218
3213;-11,02;2,52;-27,7704
3214;-11,42;2,48;-28,3216
3215;-11,81;2,559;-30,2218
3216;-12,2;2,598;-31,6956
3217;-11,81;2,559;-30,2218
3218;-11,02;2,48;-27,3296
3219;-11,42;2,559;-29,2238
3220;-11,81;2,598;-30,6824
3221;-11,81;2,598;-30,6824
3222;-11,81;2,559;-30,2218
3223;-11,02;2,48;-27,3296
3224;-11,42;2,52;-28,7784
3225;-11,81;2,559;-30,2218
3226;-11,81;2,598;-30,6824
3227;-11,81;2,559;-30,2218
3228;-11,42;2,48;-28,3216
3229;-11,02;2,52;-27,7704
3230;-11,81;2,559;-30,2218
3231;-11,81;2,598;-30,6824
3232;-11,81;2,559;-30,2218
3233;-11,42;2,48;-28,3216
3234;-11,42;2,559;-29,2238
3235;-11,81;2,598;-30,6824
3236;-11,81;2,598;-30,6824
3237;-11,81;2,559;-30,2218
3238;-11,42;2,52;-28,7784
3239;-11,02;2,48;-27,3296
3240;-11,81;2,52;-29,7612
3241;-12,2;2,598;-31,6956
3242;-11,81;2,559;-30,2218
3243;-11,42;2,48;-28,3216
3244;-11,02;2,48;-27,3296
3245;-11,81;2,559;-30,2218
3246;-11,81;2,598;-30,6824
3247;-11,81;2,559;-30,2218
3248;-11,42;2,48;-28,3216
3249;-11,42;2,559;-29,2238
3250;-11,81;2,559;-30,2218
3251;-11,81;2,598;-30,6824
3252;-11,81;2,559;-30,2218
3253;-11,42;2,52;-28,7784
3254;-11,42;2,48;-28,3216
3255;-11,81;2,559;-30,2218
3256;-11,81;2,598;-30,6824
3257;-11,81;2,559;-30,2218
3258;-11,42;2,48;-28,3216
3259;-11,42;2,48;-28,3216
3260;-11,42;2,52;-28,7784
3261;-12,2;2,559;-31,2198
3262;-11,81;2,48;-29,2888
3263;-11,42;2,48;-28,3216
3264;-11,02;2,48;-27,3296
3265;-11,81;2,559;-30,2218
3266;-12,2;2,598;-31,6956
3267;-11,81;2,559;-30,2218
3268;-11,02;2,48;-27,3296
3269;-11,02;2,48;-27,3296
3270;-11,81;2,559;-30,2218
3271;-11,81;2,598;-30,6824
3272;-11,81;2,598;-30,6824
3273;-11,42;2,52;-28,7784
3274;-11,02;2,48;-27,3296
3275;-11,81;2,559;-30,2218
3276;-11,81;2,598;-30,6824
3277;-11,81;2,559;-30,2218
3278;-11,42;2,52;-28,7784
3279;-11,42;2,48;-28,3216
3280;-11,81;2,52;-29,7612
3281;-11,81;2,598;-30,6824
3282;-11,81;2,559;-30,2218
3283;-11,42;2,48;-28,3216
3284;-11,02;2,48;-27,3296
3285;-11,81;2,52;-29,7612
3286;-12,2;2,598;-31,6956
3287;-11,81;2,559;-30,2218
3288;-11,42;2,48;-28,3216
3289;-11,02;2,48;-27,3296
3290;-11,42;2,559;-29,2238
3291;-11,81;2,559;-30,2218
3292;-11,81;2,559;-30,2218
3293;-11,42;2,48;-28,3216
3294;-11,02;2,48;-27,3296
3295;-11,42;2,559;-29,2238
3296;-11,81;2,598;-30,6824
3297;-11,81;2,559;-30,2218
3298;-11,42;2,48;-28,3216
3299;-11,02;2,48;-27,3296
3300;-11,42;2,598;-29,6692
3301;-11,81;2,598;-30,6824
3302;-11,81;2,559;-30,2218
3303;-11,42;2,48;-28,3216
3304;-11,02;2,48;-27,3296
3305;-11,81;2,559;-30,2218
3306;-11,81;2,559;-30,2218
3307;-11,81;2,559;-30,2218
3308;-11,42;2,48;-28,3216
3309;-11,02;2,48;-27,3296
3310;-11,42;2,48;-28,3216
3311;-11,81;2,559;-30,2218
3312;-11,81;2,559;-30,2218
3313;-11,42;2,48;-28,3216
3314;-11,42;2,48;-28,3216
3315;-11,42;2,559;-29,2238
3316;-11,81;2,598;-30,6824
3317;-11,81;2,559;-30,2218
3318;-11,42;2,52;-28,7784
3319;-11,02;2,48;-27,3296
3320;-11,42;2,559;-29,2238
3321;-11,81;2,598;-30,6824
3322;-12,2;2,559;-31,2198
3323;-11,42;2,48;-28,3216
3324;-11,42;2,48;-28,3216
3325;-11,42;2,52;-28,7784
3326;-11,81;2,598;-30,6824
3327;-11,81;2,559;-30,2218
3328;-11,42;2,48;-28,3216
3329;-11,42;2,48;-28,3216
3330;-11,42;2,559;-29,2238
3331;-12,2;2,598;-31,6956
3332;-11,81;2,559;-30,2218
3333;-11,42;2,48;-28,3216
3334;-11,02;2,48;-27,3296
3335;-11,42;2,559;-29,2238
3336;-11,81;2,559;-30,2218
3337;-11,81;2,559;-30,2218
3338;-11,42;2,52;-28,7784
3339;-11,02;2,48;-27,3296
3340;-11,42;2,559;-29,2238
3341;-11,81;2,559;-30,2218
3342;-12,2;2,559;-31,2198
3343;-11,42;2,52;-28,7784
3344;-11,02;2,48;-27,3296
3345;-11,42;2,52;-28,7784
3346;-11,81;2,598;-30,6824
3347;-11,81;2,559;-30,2218
3348;-11,42;2,48;-28,3216
3349;-11,02;2,48;-27,3296
3350;-11,42;2,52;-28,7784
3351;-11,81;2,559;-30,2218
3352;-11,81;2,559;-30,2218
3353;-11,42;2,48;-28,3216
3354;-11,42;2,48;-28,3216
3355;-11,42;2,48;-28,3216
3356;-11,81;2,559;-30,2218
3357;-11,81;2,559;-30,2218
3358;-11,42;2,48;-28,3216
3359;-11,02;2,48;-27,3296
3360;-11,42;2,48;-28,3216
3361;-11,81;2,559;-30,2218
3362;-11,81;2,559;-30,2218
3363;-11,42;2,48;-28,3216
3364;-11,02;2,48;-27,3296
3365;-11,42;2,48;-28,3216
3366;-11,81;2,559;-30,2218
3367;-11,81;2,598;-30,6824
3368;-11,42;2,48;-28,3216
3369;-11,02;2,48;-27,3296
3370;-11,42;2,559;-29,2238
3371;-11,81;2,559;-30,2218
3372;-11,81;2,598;-30,6824
3373;-11,42;2,52;-28,7784
3374;-11,02;2,48;-27,3296
3375;-11,42;2,48;-28,3216
3376;-11,81;2,598;-30,6824
3377;-11,81;2,559;-30,2218
3378;-11,81;2,48;-29,2888
3379;-11,02;2,48;-27,3296
3380;-11,42;2,52;-28,7784
3381;-11,81;2,559;-30,2218
3382;-11,81;2,559;-30,2218
3383;-11,42;2,48;-28,3216
3384;-11,02;2,48;-27,3296
3385;-11,42;2,48;-28,3216
3386;-11,81;2,559;-30,2218
3387;-11,81;2,559;-30,2218
3388;-11,42;2,48;-28,3216
3389;-11,42;2,48;-28,3216
3390;-11,42;2,48;-28,3216
3391;-11,81;2,559;-30,2218
3392;-11,81;2,559;-30,2218
3393;-11,81;2,48;-29,2888
3394;-11,02;2,48;-27,3296
3395;-11,42;2,52;-28,7784
3396;-11,81;2,559;-30,2218
3397;-11,81;2,559;-30,2218
3398;-11,42;2,48;-28,3216
3399;-11,02;2,48;-27,3296
3400;-11,42;2,52;-28,7784
3401;-11,81;2,559;-30,2218
3402;-11,81;2,559;-30,2218
3403;-11,42;2,48;-28,3216
3404;-11,02;2,48;-27,3296
3405;-11,42;2,48;-28,3216
3406;-11,81;2,559;-30,2218
3407;-11,81;2,48;-29,2888
3408;-11,42;2,48;-28,3216
3409;-11,02;2,48;-27,3296
3410;-11,42;2,48;-28,3216
3411;-11,81;2,559;-30,2218
3412;-12,2;2,559;-31,2198
3413;-11,42;2,48;-28,3216
3414;-11,02;2,48;-27,3296
3415;-11,42;2,48;-28,3216
3416;-11,81;2,559;-30,2218
3417;-11,81;2,559;-30,2218
3418;-11,42;2,52;-28,7784
3419;-11,02;2,48;-27,3296
3420;-11,42;2,52;-28,7784
3421;-11,81;2,598;-30,6824
3422;-12,2;2,598;-31,6956
3423;-11,42;2,48;-28,3216
3424;-11,42;2,48;-28,3216
3425;-11,42;2,48;-28,3216
3426;-11,81;2,559;-30,2218
3427;-11,81;2,559;-30,2218
3428;-11,81;2,52;-29,7612
3429;-11,42;2,48;-28,3216
3430;-11,42;2,52;-28,7784
3431;-11,81;2,559;-30,2218
3432;-11,81;2,559;-30,2218
3433;-11,81;2,48;-29,2888
3434;-11,42;2,441;-27,8762
3435;-11,02;2,48;-27,3296
3436;-11,81;2,559;-30,2218
3437;-12,2;2,559;-31,2198
3438;-11,81;2,48;-29,2888
3439;-11,02;2,48;-27,3296
3440;-11,42;2,48;-28,3216
3441;-11,81;2,559;-30,2218
3442;-11,81;2,559;-30,2218
3443;-11,42;2,52;-28,7784
3444;-11,42;2,441;-27,8762
3445;-11,42;2,48;-28,3216
3446;-11,81;2,559;-30,2218
3447;-11,81;2,559;-30,2218
3448;-11,81;2,559;-30,2218
3449;-11,42;2,48;-28,3216
3450;-11,02;2,48;-27,3296
3451;-11,81;2,559;-30,2218
3452;-12,2;2,559;-31,2198
3453;-11,42;2,48;-28,3216
3454;-11,02;2,48;-27,3296
3455;-11,42;2,48;-28,3216
3456;-11,81;2,559;-30,2218
3457;-12,2;2,559;-31,2198
3458;-11,42;2,48;-28,3216
3459;-11,02;2,441;-26,8998
3460;-11,42;2,441;-27,8762
3461;-11,81;2,559;-30,2218
3462;-12,2;2,52;-30,744
3463;-11,42;2,48;-28,3216
3464;-11,02;2,48;-27,3296
3465;-11,42;2,48;-28,3216
3466;-11,81;2,559;-30,2218
3467;-12,2;2,559;-31,2198
3468;-11,42;2,52;-28,7784
3469;-11,02;2,48;-27,3296
3470;-11,02;2,48;-27,3296
3471;-11,81;2,559;-30,2218
3472;-11,81;2,598;-30,6824
3473;-11,81;2,52;-29,7612
3474;-11,02;2,48;-27,3296
3475;-11,02;2,48;-27,3296
3476;-11,81;2,559;-30,2218
3477;-11,81;2,559;-30,2218
3478;-11,42;2,559;-29,2238
3479;-11,42;2,48;-28,3216
3480;-11,02;2,48;-27,3296
3481;-11,81;2,52;-29,7612
3482;-11,81;2,559;-30,2218
3483;-11,42;2,48;-28,3216
3484;-11,02;2,48;-27,3296
3485;-11,02;2,52;-27,7704
3486;-11,81;2,559;-30,2218
3487;-12,2;2,598;-31,6956
3488;-11,81;2,52;-29,7612
3489;-11,02;2,441;-26,8998
3490;-11,02;2,48;-27,3296
3491;-11,42;2,559;-29,2238
3492;-11,81;2,559;-30,2218
3493;-11,81;2,48;-29,2888
3494;-11,02;2,48;-27,3296
3495;-11,02;2,48;-27,3296
3496;-11,81;2,559;-30,2218
3497;-11,81;2,559;-30,2218
3498;-11,81;2,48;-29,2888
3499;-11,42;2,48;-28,3216
3500;-11,42;2,48;-28,3216
3501;-11,81;2,559;-30,2218
3502;-12,2;2,559;-31,2198
3503;-11,81;2,48;-29,2888
3504;-11,02;2,441;-26,8998
3505;-11,42;2,48;-28,3216
3506;-11,81;2,52;-29,7612
3507;-12,2;2,559;-31,2198
3508;-11,42;2,48;-28,3216
3509;-11,02;2,441;-26,8998
3510;-11,02;2,441;-26,8998
3511;-11,81;2,48;-29,2888
3512;-11,81;2,559;-30,2218
3513;-11,81;2,48;-29,2888
3514;-11,02;2,48;-27,3296
3515;-11,02;2,48;-27,3296
3516;-11,42;2,559;-29,2238
3517;-11,81;2,559;-30,2218
3518;-11,81;2,559;-30,2218
3519;-11,42;2,48;-28,3216
3520;-11,02;2,48;-27,3296
3521;-11,42;2,559;-29,2238
3522;-11,81;2,559;-30,2218
3523;-11,42;2,48;-28,3216
3524;-11,02;2,48;-27,3296
3525;-11,02;2,48;-27,3296
3526;-11,81;2,559;-30,2218
3527;-12,2;2,559;-31,2198
3528;-11,81;2,559;-30,2218
3529;-11,42;2,441;-27,8762
3530;-11,02;2,48;-27,3296
3531;-11,81;2,559;-30,2218
3532;-11,81;2,559;-30,2218
3533;-11,42;2,48;-28,3216
3534;-11,42;2,441;-27,8762
3535;-11,02;2,48;-27,3296
3536;-11,42;2,48;-28,3216
3537;-12,2;2,559;-31,2198
3538;-11,81;2,559;-30,2218
3539;-11,02;2,48;-27,3296
3540;-11,02;2,48;-27,3296
3541;-11,42;2,48;-28,3216
3542;-11,81;2,559;-30,2218
3543;-11,81;2,48;-29,2888
3544;-11,02;2,48;-27,3296
3545;-11,02;2,48;-27,3296
3546;-11,81;2,48;-29,2888
3547;-11,81;2,559;-30,2218
3548;-11,81;2,48;-29,2888
3549;-11,42;2,48;-28,3216
3550;-11,02;2,441;-26,8998
3551;-11,42;2,48;-28,3216
3552;-11,81;2,559;-30,2218
3553;-11,81;2,48;-29,2888
3554;-11,42;2,48;-28,3216
3555;-11,02;2,402;-26,47
3556;-11,42;2,48;-28,3216
3557;-11,81;2,52;-29,7612
3558;-11,81;2,48;-29,2888
3559;-11,02;2,441;-26,8998
3560;-11,02;2,441;-26,8998
3561;-11,42;2,48;-28,3216
3562;-11,81;2,52;-29,7612
3563;-11,42;2,48;-28,3216
3564;-11,02;2,441;-26,8998
3565;-11,02;2,441;-26,8998
3566;-11,42;2,52;-28,7784
3567;-11,81;2,559;-30,2218
3568;-11,81;2,559;-30,2218
3569;-11,02;2,48;-27,3296
3570;-11,02;2,441;-26,8998
3571;-11,42;2,559;-29,2238
3572;-11,81;2,559;-30,2218
3573;-11,42;2,52;-28,7784
3574;-11,02;2,48;-27,3296
3575;-11,02;2,441;-26,8998
3576;-11,42;2,52;-28,7784
3577;-12,2;2,559;-31,2198
3578;-11,81;2,559;-30,2218
3579;-11,42;2,441;-27,8762
3580;-11,02;2,441;-26,8998
3581;-11,42;2,48;-28,3216
3582;-11,81;2,559;-30,2218
3583;-11,42;2,48;-28,3216
3584;-11,02;2,48;-27,3296
3585;-11,02;2,441;-26,8998
3586;-11,42;2,48;-28,3216
3587;-11,81;2,559;-30,2218
3588;-11,81;2,559;-30,2218
3589;-11,02;2,48;-27,3296
3590;-11,02;2,441;-26,8998
3591;-11,81;2,52;-29,7612
3592;-11,81;2,559;-30,2218
3593;-11,81;2,52;-29,7612
3594;-11,02;2,441;-26,8998
3595;-10,63;2,441;-25,9478
3596;-11,42;2,48;-28,3216
3597;-11,81;2,559;-30,2218
3598;-11,81;2,52;-29,7612
3599;-11,02;2,48;-27,3296
3600;-10,63;2,48;-26,3624
3601;-11,42;2,48;-28,3216
3602;-11,81;2,559;-30,2218
3603;-11,81;2,48;-29,2888
3604;-11,02;2,441;-26,8998
3605;-11,02;2,441;-26,8998
3606;-11,42;2,48;-28,3216
3607;-11,81;2,559;-30,2218
3608;-11,81;2,48;-29,2888
3609;-11,02;2,441;-26,8998
3610;-10,63;2,441;-25,9478
3611;-11,42;2,48;-28,3216
3612;-11,81;2,559;-30,2218
3613;-11,81;2,48;-29,2888
3614;-11,42;2,441;-27,8762
3615;-11,02;2,441;-26,8998
3616;-11,42;2,48;-28,3216
3617;-11,81;2,559;-30,2218
3618;-11,81;2,559;-30,2218
3619;-11,42;2,48;-28,3216
3620;-11,02;2,48;-27,3296
3621;-11,42;2,48;-28,3216
3622;-11,81;2,559;-30,2218
3623;-11,81;2,559;-30,2218
3624;-11,02;2,48;-27,3296
3625;-11,02;2,48;-27,3296
3626;-11,42;2,48;-28,3216
3627;-11,81;2,559;-30,2218
3628;-11,42;2,48;-28,3216
3629;-11,02;2,48;-27,3296
3630;-11,02;2,402;-26,47
3631;-11,42;2,48;-28,3216
3632;-11,81;2,559;-30,2218
3633;-12,2;2,48;-30,256
3634;-11,42;2,441;-27,8762
3635;-11,02;2,48;-27,3296
3636;-11,42;2,48;-28,3216
3637;-11,81;2,52;-29,7612
3638;-11,81;2,48;-29,2888
3639;-11,02;2,48;-27,3296
3640;-11,02;2,441;-26,8998
3641;-11,42;2,48;-28,3216
3642;-11,81;2,559;-30,2218
3643;-11,81;2,48;-29,2888
3644;-11,42;2,48;-28,3216
3645;-11,02;2,441;-26,8998
3646;-11,42;2,48;-28,3216
3647;-11,81;2,559;-30,2218
3648;-11,81;2,559;-30,2218
3649;-11,42;2,48;-28,3216
3650;-10,63;2,441;-25,9478
3651;-11,42;2,52;-28,7784
3652;-11,81;2,559;-30,2218
3653;-11,81;2,48;-29,2888
3654;-11,02;2,48;-27,3296
3655;-10,63;2,402;-25,5333
3656;-11,42;2,48;-28,3216
3657;-11,81;2,48;-29,2888
3658;-11,81;2,48;-29,2888
3659;-11,02;2,441;-26,8998
3660;-10,63;2,441;-25,9478
3661;-11,02;2,48;-27,3296
3662;-11,81;2,52;-29,7612
3663;-12,2;2,559;-31,2198
3664;-11,02;2,441;-26,8998
3665;-10,63;2,48;-26,3624
3666;-11,02;2,48;-27,3296
3667;-11,81;2,559;-30,2218
3668;-11,81;2,52;-29,7612
3669;-11,42;2,48;-28,3216
3670;-11,02;2,441;-26,8998
3671;-11,42;2,52;-28,7784
3672;-11,81;2,559;-30,2218
3673;-11,81;2,48;-29,2888
3674;-11,02;2,48;-27,3296
3675;-11,02;2,441;-26,8998
3676;-11,42;2,48;-28,3216
3677;-11,81;2,559;-30,2218
3678;-11,81;2,559;-30,2218
3679;-11,02;2,48;-27,3296
3680;-11,02;2,441;-26,8998
3681;-11,02;2,48;-27,3296
3682;-11,81;2,52;-29,7612
3683;-11,81;2,48;-29,2888
3684;-11,02;2,48;-27,3296
